Symbol,Last,Net Chng,%Change,Volume,Bid,Ask,High,Low,EPS,Vol Index,Sizzle Index
YUME,5.02,-.03,-0.59%,"85,305",5.02,5.06,5.1495,4.96,.7,,
ZAGG,5.90,-.07,-1.17%,"123,017",5.89,5.91,6.02,5.76,.09,68.69%,0.266
ZAZA,2.9300,-.43,-12.80%,"196,126",2.9300,2.9800,3.4300,2.8101,-1.3,,2.497
ZBRA,69.44,+.14,+0.20%,"155,402",69.40,69.46,69.53,68.6256,2.93,37.59%,0.092
ZGNX,1.2550,-.015,-1.18%,"626,005",1.2500,1.2600,1.2600,1.1800,-.24,40.95%,0.381
ZINC,15.09,-.72,-4.55%,"207,605",15.08,15.10,15.79,15.06,-.45,49.66%,2.314
ZION,27.51,-.02,-0.07%,"1,053,396",27.51,27.52,27.65,27.42,1.78,24.50%,0.78
ZIOP,3.27,+.03,+0.93%,"510,595",3.26,3.27,3.28,3.15,-.43,136.15%,2.045
ZLTQ,23.87,+.16,+0.67%,"231,997",23.86,23.88,23.88,23.23,-.96,100.41%,0.301
ZNGA,2.3596,-.0104,-0.44%,"4,614,680",2.3500,2.3600,2.3700,2.3100,-.18,86.09%,0.464
ZOES,35.38,-.06,-0.17%,"99,219",35.39,35.56,35.53,34.58,0,65.34%,0.096
ZUMZ,32.48,-.49,-1.49%,"271,582",32.44,32.49,32.59,31.53,1.62,46.45%,0.26
